id,articulo,descripcion,id_user_id
63299,SILLA FIJA MADERA CAFE,,1
63300,SILLA FIJA MADERA CAFE,,1
63301,SILLA FIJA MADERA CAFE,,1
63302,SILLA FIJA MADERA CAFE,,1
63303,SILLA FIJA MADERA CAFE,,1
63304,SILLA FIJA MADERA CAFE,,1
63305,SILLA FIJA MADERA CAFE,,1
63306,SILLA FIJA MADERA CAFE,,1
63307,SILLA FIJA MADERA CAFE,,1
63308,SILLA FIJA MADERA CAFE,,1
63309,SILLA FIJA MADERA CAFE,,1
63310,SILLA FIJA MADERA CAFE,,1
63311,SILLA FIJA MADERA CAFE,,1
63312,SILLA FIJA MADERA CAFE,,1
63313,SILLA FIJA MADERA CAFE,,1
63314,SILLA FIJA MADERA CAFE,,1
63315,SILLA FIJA MADERA CAFE,,1
63316,SILLA FIJA MADERA CAFE,,1
63317,SILLA FIJA MADERA CAFE,,1
63318,SILLA FIJA MADERA CAFE,,1
63319,SILLA FIJA MADERA CAFE,,1
63320,SILLA FIJA MADERA CAFE,,1
63321,SILLA FIJA MADERA CAFE,,1
63322,SILLA FIJA MADERA CAFE,,1
63324,SILLA FIJA MADERA CAFE,,1
63325,SILLA FIJA MADERA CAFE,,1
63326,SILLA FIJA MADERA CAFE,,1
63327,SILLA FIJA MADERA CAFE,,1
63328,SILLA FIJA MADERA CAFE,,1
63329,SILLA FIJA MADERA CAFE,,1
63330,SILLA FIJA MADERA CAFE,,1
63331,SILLA FIJA MADERA CAFE,,1
63332,SILLA FIJA MADERA CAFE,,1
63333,SILLA FIJA MADERA CAFE,,1
63334,SILLA FIJA MADERA CAFE,,1
63335,SILLA FIJA MADERA CAFE,,1
63336,SILLA FIJA MADERA CAFE,,1
63337,SILLA FIJA MADERA CAFE,,1
63338,SILLA FIJA MADERA CAFE,,1
63339,SILLA FIJA MADERA CAFE,,1
63340,SILLA FIJA,MADERA CAFE,1
55996,SILLON LC2 PARA 3 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 180L.",1
56001,SILLON LC2 PARA 3 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 180L.",1
56003,SILLON LC2 PARA 3 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 180L.",1
56004,SILLON LC2 PARA 2 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 130L.",1
56006,SILLON LC2 PARA 2 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 130L.",1
56007,SILLON LC2 PARA 2 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 130L.",1
56008,SILLON LC2 PARA 3 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 180L.",1
56011,SILLON LC2 PARA 2 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 130L.",1
56012,SILLON LC3 PARA 1 PERSONA,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 99L.",1
56013,SILLON LC2 PARA 3 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 180L.",1
56015,SILLON LC2 PARA 3 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 180L.",1
56023,SILLON LC3 PARA 1 PERSONA,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 99L.",1
56026,SILLON LC2 PARA 2 PERSONAS,"DISEÑO DE LE CORBUSIER, PIERRE JEANNERET Y CHARLOTTE PERRIAND. ESTRUCTURA CROMADA, COJINES EN ASIENTOS Y RESPALDOS DE POLIURETANO Y POLIESTER FORRADOS EN PIEL SCOZIA COLOR NEGRO CON COSTURAS A JUEGO, 130L.",1
60407,SOFA UNA PLAZA,VINIL NEGRO,1
60408,SOFA UNA PLAZA,VINIL NEGRO,1
60546,SILLA APILABLE PLASTICO NEGRO,,1
65504,MESA ESQUINERA,MADERA CAFE,1
56021,SILLA GORKA,"RESPALDO Y ASIENTO TAPIZADO EN TELA GRIS, BASE DE 4 PUNTAS METALICA PINTADA Y BRAZOS.",1
61719,TELEVISOR PANTALLA 32 PLG.,,1
62518,MESA,DE CRISTAL CUADRADA,1
62813,SILLA DE ALUMINIO,,1
62814,SILLA DE ALUMINIO,,1
62815,SILLA DE ALUMINIO,,1
62816,SILLA DE ALUMINIO,,1
62817,SILLA DE ALUMINIO,,1
62818,SILLA DE ALUMINIO,,1
62819,SILLA DE ALUMINIO,,1
62820,SILLA DE ALUMINIO,,1
62821,SILLA DE ALUMINIO,,1
62822,SILLA DE ALUMINIO,,1
62823,SILLA DE ALUMINIO,,1
62824,SILLA DE ALUMINIO,,1
1345,MESA DE TRABAJO,MADERA CAFE,1
16867,MESA DE TRABAJO,FORMAICA CAFE,1
34407,MESA DE COMPUTO,MADERA VINO,1
40220,MESA DE TRABAJO,MADERA VINO,1
50456,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
50512,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
50676,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
51269,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
64941,IMPRESORA,A COLOR LASERJET,1
66635,ESCANER,PLASTICO NEGRO,1
6987,MESA MULTIUSOS,MADERA CAFE,1
9943,ESCRITORIO,FORMAICA GRIS,1
32026,SILLA SECRETARIAL,PLIANA NEGRO,1
52566,SILLA DE OFICINA FIGURA II,"DISEÑO DE MARIO BELLINI. BASE CROMADA DE 5 RUEDAS PARA PISO DURO, ASIENTO Y RESPALDO EN PIEL COLOR NEGRO, BRAZOS FORRADOS EN PIEL COLOR NEGRO, CINTURON CENTRAL EN PIEL COLOR NEGRO, CON LOGOTIPO DEL SENADO GRABADO EN LA PARTE ALTA DEL RESPALDO.",1
55711,SOFA GRAND SALON DE 2 PLAZAS,"TAPIZADO EN PIEL, BASE DE ALUMINIO.",1
55809,SILLA GORKA BASIC,SIN BRAZOS CON BASE CROMADA BRILLO Y CARCASA EN POLIAMIDA COLOR GRIS C 052. TAPICERIA SUPLEMENTARIA MARCANDO ASIENTO Y RESPALDO EN PARTE FRONTAL EN TELA T-C126.,1
63011,SILLA APILABLE,PLASTICO NEGRO,1
22489,SILLA SECRETARIAL,PLIANA AZUL,1
26192,ARCHIVERO MADERA,2 CAJONES 1 GAVETA NEGRO,1
28659,MESA DE TRABAJO,MADERA VINO,1
32095,ESCRITORIO,MADERA VINO,1
40653,MESA DE TRABAJO,MADERA VINO,1
50609,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
50708,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
50761,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
64771,MESA DE TRABAJO,MADERA VINO,1
66472,PERCHERO MADERA,CAFE,1
66554,TELEVISOR,PANTALLA LED 32 PLG,1
40915,SILLA APILABLE,PLASTICO NEGRO,1
28717,ARCHIVERO MADERA,2 CAJONES 1 GAVETA VINO,1
31135,ARCHIVERO MADERA,2 CAJONES 1 GAVETA VINO,1
32122,PERCHERO,MIXTO NEGRO,1
48208,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
48954,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
52646,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54433,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54434,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54436,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54437,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54440,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54441,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
54442,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54444,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54450,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
56070,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
60910,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60948,PANTALLA LED,32 PLG PLASTICO NEGRO,1
61769,"SILLA OPERATIVA DE ELEVACION NEUMATICA, RESPALDO EN MALLA","Y ASIENTO EN TELA, COLOR NEGRO",1
61797,MUEBLE ESPECIAL 4 PUERTAS 2 CAJONES MADERA CEREZO 1.76X1.00 M,,1
61798,MUEBLE ESPECIAL 2 PUERTAS 2 CAJONES MADERA CEREZO DE 1.10X1.00M,,1
61799,MUEBLE ESPECIAL 2 PUERTAS 2 CAJONES MADERA CEREZO DE 1.10X1.00M,,1
61800,MUEBLE ESPECIAL 2 ENTREPAÑOS MADERA CEREZO,,1
62196,SILLA OPERATIVA,"DE ELEVACION NEUMATICA, RESPALDO EN MALLA Y ASIENTO EN TELA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS FIJOS",1
65429,LIBRERO,4 PUERTAS MADERA CAFE,1
65956,TRITURADORA DE DOCUMENTOS,PLASTICO,1
73214,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
5298,SILLON 2 PLAZAS,VINIL NEGRO,1
20192,MESA MULTIUSOS,FORMAICA CAFE,1
30300,PERCHERO MADERA,VINO,1
50568,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54454,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54455,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54456,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54457,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54458,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54459,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
